ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	AveExpr	RANGE_STRAND
8111387	8111387	0.00363184391944722	0.000302141103118227	8.13474499632704	2.46066840661872	0.46628042519786	ADAMTS12	2.67297963327631	-
8041422	8041422	0.00371603537756766	0.000314795484786369	8.06934319794919	2.41513082906694	0.665837179012996	RASGRP3	2.1728376806	+
8157362	8157362	0.00372596294274998	0.000316443435470706	8.06105302117497	2.40933378049282	0.347598371361095	ZNF618	2.75263867620045	+
8173752	8173752	0.00375952424036088	0.000320889821080825	8.03893484123988	2.39383978889858	0.639151782584036	ZCCHC5	2.3550173122861	-
8173310	8173310	0.00391811872526035	0.000339309251322785	7.95098531298947	2.33183207440788	0.646942777574987	OPHN1	2.4286474804339	-
8172268	8172268	0.00419088813766042	0.000377064530933959	7.78700173684755	2.21448965980543	0.501740961838478	MIR222	2.50263196205642	-
8021946	8021946	0.00435687316375066	0.000402513018376891	7.68695273262422	2.14176866542062	0.481198195784241	COLEC12	2.79680946812523	-
7932420	7932420	0.00437832803170573	0.000405985245228244	7.67387704106998	2.13220029255215	0.510284762235789	PTPLA	2.42133137081217	-
8048926	8048926	0.0044155327610564	0.000411335199021947	7.65398407727455	2.11761453661674	0.93980157275946	SP140L	2.13349925960859	+
7949532	7949532	0.00498721466567589	0.00049531137888121	7.37638351376346	1.91038854038961	0.296272106145175	FOSL1	3.06344711286777	-
7921909	7921909	0.00504906936157428	0.000506141045496757	7.34462589436373	1.88623438914418	0.482964359281252	C1orf110	2.50250647332543	-
7926661	7926661	0.00510443066699249	0.000514849292237106	7.31965964122038	1.86717977877211	0.412805125967038	MSRB2	2.69806491652278	+
8014063	8014063	0.00514070248324548	0.000520290970953236	7.30430762891638	1.8554340008006	0.658036226694349	EVI2B	2.37379272295352	-
8154692	8154692	0.00541078010595043	0.000571529447780538	7.1683539154945	1.75044537319647	0.766728412440246	TEK	2.58654231676274	+
8022176	8022176	0.00544771367381844	0.000577621817399702	7.15314029165467	1.73858717265427	0.569396874840246	LAMA1	2.64890508639221	-
8012787	8012787	0.00575571682294141	0.000623760461276957	7.04368280558504	1.65260971778407	0.672815261231762	MYH3	2.57450545670998	-
8046746	8046746	0.00582429980114008	0.000634670458822912	7.01917878392931	1.63320158765663	0.665429908710334	PPP1R1C	2.58149928376341	+
8160024	8160024	0.00625516242334357	0.000709877038730986	6.86261352658031	1.50778429219719	0.251945499823106	GLDC	2.85589229480338	-
8168749	8168749	0.00677692786333029	0.000805364311842197	6.68962280098339	1.36630754590938	0.575893351712764	SRPX2	2.57236594992846	+
8067270	8067270	0.007405132009826	0.00092034328404044	6.51057250925296	1.21656407391303	0.371477618868836	APCDD1L	2.94192607973463	-
8084794	8084794	0.0120110043221128	0.001862933547545	5.62631195331287	0.423707000547656	0.60714739389729	IL1RAP	2.38339944022296	+
7970763	7970763	0.0124270033051094	0.0019564691897797	5.56850433300301	0.368570167102668	0.739850805931929	FLT1	2.47406069583341	-
8178498	8178498	0.0151003004447895	0.00260182460867649	5.24076082886776	0.0477202627041979	0.119620349976398	HLA-B	3.16738716451133	-
8006834	8006834	0.0322467936261067	0.00761347984780237	4.12514890490028	-1.15766581872819	0.170786520257835	LASP1	2.40583156751011	+
7951612	7951612	0.10570470027475	0.0393763989761451	2.69671709623353	-2.9667943526762	0.0737050804803419	LAYN	2.62450496814543	-
8007483	8007483	0.111642360899107	0.0424759788365559	2.63668544778697	-3.04817123012666	0.272182921322536	TMEM106A	2.60858664881163	+
8055639	8055639	0.135158914673292	0.0554126041377369	2.42887468495564	-3.33151812210185	0.176330329316305	ZEB2	1.73584019743839	-
7938481	7938481	0.173967984195378	0.0788698639403135	2.15854545156442	-3.70149598396803	0.0588701717214439	DKK3	2.39001259898681	+
8178841	8178841	0.305356717762751	0.174696215041426	1.56028718197299	-4.49741292904409	0.375478483369827	TAP2	1.1349525080699	-
8112018	8112018	0.873994882441708	0.804715624720237	-0.259587105185144	-5.64284243964618	-0.00826008468302231	PELO	1.98020820119252	-
